      IPTS Basename                                                        Avg_Trans    Std_Trans
     32932 g32_conf1_raw                                                    0.813793     0.011942
     32932 g32_conf1_raw                                                    0.813793     0.011942
     32932 g3_conf1                                                         0.537793     0.015310
     32932 g3_conf1                                                         0.537793     0.015310
     32932 g3_conf1                                                         0.539361     0.015082
     32932 g3_conf1                                                         0.539361     0.015082
     32932 g3_conf1                                                         0.539361     0.015082
     32932 g3_conf11                                                        0.557265     0.004902
     32932 g3_conf11                                                        0.557265     0.004902
     32932 g3_conf11_raw                                                    0.557311     0.006607
     32932 g3_conf11_raw                                                    0.557311     0.006607
     32932 g3_conf1_elas                                                    0.537793     0.015310
     32932 g3_conf1_elas_raw                                                0.538221     0.015010
     32932 g3_conf1_raw                                                     0.538221     0.015010
     32932 g3_conf1_raw                                                     0.538221     0.015010
     32932 g3_conf1_raw                                                     0.539615     0.017212
     32932 g3_conf1_raw                                                     0.539615     0.017212
     32932 g3_conf1_raw                                                     0.539615     0.017212
     32932 g3_conf2_tof                                                     0.704486     0.011727
     32932 g3_conf2_tof                                                     0.704486     0.011727
     32932 g3_conf2_tof                                                     0.702275     0.013637
     32932 g3_conf2_tof                                                     0.704486     0.011727
     32932 g3_conf2_tof                                                     0.702275     0.013637
     32932 g3_conf2_tof                                                     0.702275     0.013637
     32932 g3_conf2_tof_raw                                                 0.704508     0.011813
     32932 g3_conf2_tof_raw                                                 0.704508     0.011813
     32932 g3_conf2_tof_raw                                                 0.702078     0.014858
     32932 g3_conf2_tof_raw                                                 0.704508     0.011813
     32932 g3_conf2_tof_raw                                                 0.702078     0.014858
     32932 g3_conf2_tof_raw                                                 0.702078     0.014858
     32932 g5_10C_conf1                                                     0.268337     0.018095
     32932 g5_10C_conf1                                                     0.270393     0.017509
     32932 g5_10C_conf1                                                     0.270393     0.017509
     32932 g5_10C_conf1                                                     0.270393     0.017509
     32932 g5_10C_conf11                                                    0.292255     0.005122
     32932 g5_10C_conf11                                                    0.292255     0.005122
     32932 g5_10C_conf11_raw                                                0.292332     0.006510
     32932 g5_10C_conf11_raw                                                0.292332     0.006510
     32932 g5_10C_conf1_raw                                                 0.269427     0.016964
     32932 g5_10C_conf1_raw                                                 0.270683     0.017821
     32932 g5_10C_conf1_raw                                                 0.270683     0.017821
     32932 g5_10C_conf1_raw                                                 0.270683     0.017821
     32932 g5_10C_conf2_tof                                                 0.495508     0.011406
     32932 g5_10C_conf2_tof                                                 0.493622     0.012748
     32932 g5_10C_conf2_tof                                                 0.493622     0.012748
     32932 g5_10C_conf2_tof                                                 0.493622     0.012748
     32932 g5_10C_conf2_tof_raw                                             0.495523     0.011604
     32932 g5_10C_conf2_tof_raw                                             0.493994     0.012753
     32932 g5_10C_conf2_tof_raw                                             0.493994     0.012753
     32932 g5_10C_conf2_tof_raw                                             0.493994     0.012753
     32932 g5_50C_conf1                                                     0.268337     0.018095
     32932 g5_50C_conf1                                                     0.270393     0.017509
     32932 g5_50C_conf1                                                     0.270393     0.017509
     32932 g5_50C_conf1                                                     0.270393     0.017509
     32932 g5_50C_conf11                                                    0.292255     0.005122
     32932 g5_50C_conf11                                                    0.292255     0.005122
     32932 g5_50C_conf11_raw                                                0.292332     0.006510
     32932 g5_50C_conf11_raw                                                0.292332     0.006510
     32932 g5_50C_conf1_raw                                                 0.269427     0.016964
     32932 g5_50C_conf1_raw                                                 0.270683     0.017821
     32932 g5_50C_conf1_raw                                                 0.270683     0.017821
     32932 g5_50C_conf1_raw                                                 0.270683     0.017821
     32932 g5_50C_conf2_tof                                                 0.495508     0.011406
     32932 g5_50C_conf2_tof                                                 0.493622     0.012748
     32932 g5_50C_conf2_tof                                                 0.493622     0.012748
     32932 g5_50C_conf2_tof                                                 0.493622     0.012748
     32932 g5_50C_conf2_tof_raw                                             0.495523     0.011604
     32932 g5_50C_conf2_tof_raw                                             0.493994     0.012753
     32932 g5_50C_conf2_tof_raw                                             0.493994     0.012753
     32932 g5_50C_conf2_tof_raw                                             0.493994     0.012753
     32932 g5_75C_conf1                                                     0.268337     0.018095
     32932 g5_75C_conf1                                                     0.270393     0.017509
     32932 g5_75C_conf1                                                     0.270393     0.017509
     32932 g5_75C_conf1                                                     0.270393     0.017509
     32932 g5_75C_conf11                                                    0.292255     0.005122
     32932 g5_75C_conf11                                                    0.292255     0.005122
     32932 g5_75C_conf11_raw                                                0.292332     0.006510
     32932 g5_75C_conf11_raw                                                0.292332     0.006510
     32932 g5_75C_conf1_raw                                                 0.269427     0.016964
     32932 g5_75C_conf1_raw                                                 0.270683     0.017821
     32932 g5_75C_conf1_raw                                                 0.270683     0.017821
     32932 g5_75C_conf1_raw                                                 0.270683     0.017821
     32932 g5_75C_conf2_tof                                                 0.495508     0.011406
     32932 g5_75C_conf2_tof                                                 0.493622     0.012748
     32932 g5_75C_conf2_tof                                                 0.493622     0.012748
     32932 g5_75C_conf2_tof                                                 0.493622     0.012748
     32932 g5_75C_conf2_tof_raw                                             0.495523     0.011604
     32932 g5_75C_conf2_tof_raw                                             0.493994     0.012753
     32932 g5_75C_conf2_tof_raw                                             0.493994     0.012753
     32932 g5_75C_conf2_tof_raw                                             0.493994     0.012753
     32932 g5_conf1                                                         0.268337     0.018095
     32932 g5_conf1                                                         0.268337     0.018095
     32932 g5_conf1                                                         0.270393     0.017509
     32932 g5_conf1                                                         0.270393     0.017509
     32932 g5_conf1                                                         0.270393     0.017509
     32932 g5_conf11                                                        0.292255     0.005122
     32932 g5_conf11                                                        0.292255     0.005122
     32932 g5_conf11_raw                                                    0.292332     0.006510
     32932 g5_conf11_raw                                                    0.292332     0.006510
     32932 g5_conf1_elas                                                    0.268337     0.018095
     32932 g5_conf1_elas_raw                                                0.269427     0.016964
     32932 g5_conf1_raw                                                     0.269427     0.016964
     32932 g5_conf1_raw                                                     0.269427     0.016964
     32932 g5_conf1_raw                                                     0.270683     0.017821
     32932 g5_conf1_raw                                                     0.270683     0.017821
     32932 g5_conf1_raw                                                     0.270683     0.017821
     32932 g5_conf2_tof                                                     0.495508     0.011406
     32932 g5_conf2_tof                                                     0.495508     0.011406
     32932 g5_conf2_tof                                                     0.493622     0.012748
     32932 g5_conf2_tof                                                     0.495508     0.011406
     32932 g5_conf2_tof                                                     0.493622     0.012748
     32932 g5_conf2_tof                                                     0.493622     0.012748
     32932 g5_conf2_tof_raw                                                 0.495523     0.011604
     32932 g5_conf2_tof_raw                                                 0.495523     0.011604
     32932 g5_conf2_tof_raw                                                 0.493994     0.012753
     32932 g5_conf2_tof_raw                                                 0.495523     0.011604
     32932 g5_conf2_tof_raw                                                 0.493994     0.012753
     32932 g5_conf2_tof_raw                                                 0.493994     0.012753
     32932 g6_conf1                                                         0.539789     0.016498
     32932 g6_conf1                                                         0.539789     0.016498
     32932 g6_conf1                                                         0.541609     0.015785
     32932 g6_conf1                                                         0.541609     0.015785
     32932 g6_conf1                                                         0.541609     0.015785
     32932 g6_conf11                                                        0.558662     0.006362
     32932 g6_conf11                                                        0.558662     0.006362
     32932 g6_conf11_raw                                                    0.558834     0.010269
     32932 g6_conf11_raw                                                    0.558834     0.010269
     32932 g6_conf1_elas                                                    0.539789     0.016498
     32932 g6_conf1_elas_raw                                                0.539837     0.016868
     32932 g6_conf1_raw                                                     0.539837     0.016868
     32932 g6_conf1_raw                                                     0.539837     0.016868
     32932 g6_conf1_raw                                                     0.541719     0.018190
     32932 g6_conf1_raw                                                     0.541719     0.018190
     32932 g6_conf1_raw                                                     0.541719     0.018190
     32932 g6_conf2_tof                                                     0.705417     0.009487
     32932 g6_conf2_tof                                                     0.705417     0.009487
     32932 g6_conf2_tof                                                     0.703567     0.011017
     32932 g6_conf2_tof                                                     0.705417     0.009487
     32932 g6_conf2_tof                                                     0.703567     0.011017
     32932 g6_conf2_tof                                                     0.703567     0.011017
     32932 g6_conf2_tof_raw                                                 0.705420     0.009688
     32932 g6_conf2_tof_raw                                                 0.705420     0.009688
     32932 g6_conf2_tof_raw                                                 0.702846     0.013756
     32932 g6_conf2_tof_raw                                                 0.705420     0.009688
     32932 g6_conf2_tof_raw                                                 0.702846     0.013756
     32932 g6_conf2_tof_raw                                                 0.702846     0.013756
     32932 g8_10C_conf1                                                     0.269332     0.017746
     32932 g8_10C_conf1                                                     0.271361     0.017177
     32932 g8_10C_conf1                                                     0.271361     0.017177
     32932 g8_10C_conf1                                                     0.271361     0.017177
     32932 g8_10C_conf11                                                    0.291862     0.006131
     32932 g8_10C_conf11                                                    0.291862     0.006131
     32932 g8_10C_conf11_raw                                                0.291898     0.006831
     32932 g8_10C_conf11_raw                                                0.291898     0.006831
     32932 g8_10C_conf1_raw                                                 0.269548     0.017500
     32932 g8_10C_conf1_raw                                                 0.271530     0.017462
     32932 g8_10C_conf1_raw                                                 0.271530     0.017462
     32932 g8_10C_conf1_raw                                                 0.271530     0.017462
     32932 g8_10C_conf2_tof                                                 0.497334     0.011930
     32932 g8_10C_conf2_tof                                                 0.495396     0.013013
     32932 g8_10C_conf2_tof                                                 0.495396     0.013013
     32932 g8_10C_conf2_tof                                                 0.495396     0.013013
     32932 g8_10C_conf2_tof_raw                                             0.497357     0.012050
     32932 g8_10C_conf2_tof_raw                                             0.495427     0.013237
     32932 g8_10C_conf2_tof_raw                                             0.495427     0.013237
     32932 g8_10C_conf2_tof_raw                                             0.495427     0.013237
     32932 g8_50C_conf1                                                     0.269332     0.017746
     32932 g8_50C_conf1                                                     0.271361     0.017177
     32932 g8_50C_conf1                                                     0.271361     0.017177
     32932 g8_50C_conf1                                                     0.271361     0.017177
     32932 g8_50C_conf11                                                    0.291862     0.006131
     32932 g8_50C_conf11                                                    0.291862     0.006131
     32932 g8_50C_conf11_raw                                                0.291898     0.006831
     32932 g8_50C_conf11_raw                                                0.291898     0.006831
     32932 g8_50C_conf1_raw                                                 0.269548     0.017500
     32932 g8_50C_conf1_raw                                                 0.271530     0.017462
     32932 g8_50C_conf1_raw                                                 0.271530     0.017462
     32932 g8_50C_conf1_raw                                                 0.271530     0.017462
     32932 g8_50C_conf2_tof                                                 0.497334     0.011930
     32932 g8_50C_conf2_tof                                                 0.495396     0.013013
     32932 g8_50C_conf2_tof                                                 0.495396     0.013013
     32932 g8_50C_conf2_tof                                                 0.495396     0.013013
     32932 g8_50C_conf2_tof_raw                                             0.497357     0.012050
     32932 g8_50C_conf2_tof_raw                                             0.495427     0.013237
     32932 g8_50C_conf2_tof_raw                                             0.495427     0.013237
     32932 g8_50C_conf2_tof_raw                                             0.495427     0.013237
     32932 g8_75C_conf1                                                     0.269332     0.017746
     32932 g8_75C_conf1                                                     0.271361     0.017177
     32932 g8_75C_conf1                                                     0.271361     0.017177
     32932 g8_75C_conf1                                                     0.271361     0.017177
     32932 g8_75C_conf11                                                    0.291862     0.006131
     32932 g8_75C_conf11                                                    0.291862     0.006131
     32932 g8_75C_conf11_raw                                                0.291898     0.006831
     32932 g8_75C_conf11_raw                                                0.291898     0.006831
     32932 g8_75C_conf1_raw                                                 0.269548     0.017500
     32932 g8_75C_conf1_raw                                                 0.271530     0.017462
     32932 g8_75C_conf1_raw                                                 0.271530     0.017462
     32932 g8_75C_conf1_raw                                                 0.271530     0.017462
     32932 g8_75C_conf2_tof                                                 0.497334     0.011930
     32932 g8_75C_conf2_tof                                                 0.495396     0.013013
     32932 g8_75C_conf2_tof                                                 0.495396     0.013013
     32932 g8_75C_conf2_tof                                                 0.495396     0.013013
     32932 g8_75C_conf2_tof_raw                                             0.497357     0.012050
     32932 g8_75C_conf2_tof_raw                                             0.495427     0.013237
     32932 g8_75C_conf2_tof_raw                                             0.495427     0.013237
     32932 g8_75C_conf2_tof_raw                                             0.495427     0.013237
     32932 g8_conf1                                                         0.269332     0.017746
     32932 g8_conf1                                                         0.269332     0.017746
     32932 g8_conf1                                                         0.271361     0.017177
     32932 g8_conf1                                                         0.271361     0.017177
     32932 g8_conf1                                                         0.271361     0.017177
     32932 g8_conf11                                                        0.291862     0.006131
     32932 g8_conf11                                                        0.291862     0.006131
     32932 g8_conf11_raw                                                    0.291898     0.006831
     32932 g8_conf11_raw                                                    0.291898     0.006831
     32932 g8_conf1_elas                                                    0.269332     0.017746
     32932 g8_conf1_elas_raw                                                0.269548     0.017500
     32932 g8_conf1_raw                                                     0.269548     0.017500
     32932 g8_conf1_raw                                                     0.269548     0.017500
     32932 g8_conf1_raw                                                     0.271530     0.017462
     32932 g8_conf1_raw                                                     0.271530     0.017462
     32932 g8_conf1_raw                                                     0.271530     0.017462
     32932 g8_conf2_tof                                                     0.497334     0.011930
     32932 g8_conf2_tof                                                     0.497334     0.011930
     32932 g8_conf2_tof                                                     0.495396     0.013013
     32932 g8_conf2_tof                                                     0.497334     0.011930
     32932 g8_conf2_tof                                                     0.495396     0.013013
     32932 g8_conf2_tof                                                     0.495396     0.013013
     32932 g8_conf2_tof_raw                                                 0.497357     0.012050
     32932 g8_conf2_tof_raw                                                 0.497357     0.012050
     32932 g8_conf2_tof_raw                                                 0.495427     0.013237
     32932 g8_conf2_tof_raw                                                 0.497357     0.012050
     32932 g8_conf2_tof_raw                                                 0.495427     0.013237
     32932 g8_conf2_tof_raw                                                 0.495427     0.013237
     32932 g9_conf1                                                         0.535032     0.015684
     32932 g9_conf1                                                         0.535032     0.015684
     32932 g9_conf1                                                         0.536608     0.015497
     32932 g9_conf1                                                         0.536608     0.015497
     32932 g9_conf1                                                         0.536608     0.015497
     32932 g9_conf11                                                        0.555015     0.007830
     32932 g9_conf11                                                        0.555015     0.007830
     32932 g9_conf11_raw                                                    0.555150     0.010126
     32932 g9_conf11_raw                                                    0.555150     0.010126
     32932 g9_conf1_elas                                                    0.535032     0.015684
     32932 g9_conf1_elas_raw                                                0.535993     0.014659
     32932 g9_conf1_raw                                                     0.535993     0.014659
     32932 g9_conf1_raw                                                     0.535993     0.014659
     32932 g9_conf1_raw                                                     0.536954     0.017147
     32932 g9_conf1_raw                                                     0.536954     0.017147
     32932 g9_conf1_raw                                                     0.536954     0.017147
     32932 g9_conf2_tof                                                     0.696782     0.010387
     32932 g9_conf2_tof                                                     0.696782     0.010387
     32932 g9_conf2_tof                                                     0.695226     0.011014
     32932 g9_conf2_tof                                                     0.696782     0.010387
     32932 g9_conf2_tof                                                     0.695226     0.011014
     32932 g9_conf2_tof                                                     0.695226     0.011014
     32932 g9_conf2_tof_raw                                                 0.696804     0.010673
     32932 g9_conf2_tof_raw                                                 0.696804     0.010673
     32932 g9_conf2_tof_raw                                                 0.695607     0.011131
     32932 g9_conf2_tof_raw                                                 0.696804     0.010673
     32932 g9_conf2_tof_raw                                                 0.695607     0.011131
     32932 g9_conf2_tof_raw                                                 0.695607     0.011131
     32932 h1_25C_conf1                                                     0.528016     0.016601
     32932 h1_25C_conf1                                                     0.528016     0.016601
     32932 h1_25C_conf11                                                    0.548665     0.006755
     32932 h1_25C_conf11_raw                                                0.548726     0.008418
     32932 h1_25C_conf1_raw                                                 0.528327     0.017930
     32932 h1_25C_conf1_raw                                                 0.528327     0.017930
     32932 h1_25C_conf2_tof                                                 0.702073     0.009637
     32932 h1_25C_conf2_tof                                                 0.702073     0.009637
     32932 h1_25C_conf2_tof_raw                                             0.701967     0.010447
     32932 h1_25C_conf2_tof_raw                                             0.701967     0.010447
     32932 j12_n5C_conf1                                                    0.276194     0.018746
     32932 j12_n5C_conf1                                                    0.276194     0.018746
     32932 j12_n5C_conf11                                                   0.298743     0.005267
     32932 j12_n5C_conf11_raw                                               0.298890     0.007092
     32932 j12_n5C_conf1_raw                                                0.276396     0.019624
     32932 j12_n5C_conf1_raw                                                0.276396     0.019624
     32932 j12_n5C_conf2_tof                                                0.501775     0.011096
     32932 j12_n5C_conf2_tof                                                0.501775     0.011096
     32932 j12_n5C_conf2_tof_raw                                            0.502311     0.010857
     32932 j12_n5C_conf2_tof_raw                                            0.502311     0.010857
     32932 j1_25C_conf1                                                     0.372184     0.020930
     32932 j1_25C_conf1                                                     0.372184     0.020930
     32932 j1_25C_conf11                                                    0.395894     0.008522
     32932 j1_25C_conf11_raw                                                0.395943     0.009261
     32932 j1_25C_conf1_raw                                                 0.372223     0.021927
     32932 j1_25C_conf1_raw                                                 0.372223     0.021927
     32932 j1_25C_conf2_tof                                                 0.596157     0.011448
     32932 j1_25C_conf2_tof                                                 0.596157     0.011448
     32932 j1_25C_conf2_tof_raw                                             0.595907     0.012590
     32932 j1_25C_conf2_tof_raw                                             0.595907     0.012590
     32932 k1_n5C_conf1                                                     0.205399     0.016316
     32932 k1_n5C_conf1                                                     0.205399     0.016316
     32932 k1_n5C_conf11                                                    0.225267     0.005338
     32932 k1_n5C_conf11_raw                                                0.225447     0.007395
     32932 k1_n5C_conf1_raw                                                 0.205551     0.016649
     32932 k1_n5C_conf1_raw                                                 0.205551     0.016649
     32932 k1_n5C_conf2_tof                                                 0.418376     0.011735
     32932 k1_n5C_conf2_tof                                                 0.418376     0.011735
     32932 k1_n5C_conf2_tof_raw                                             0.418804     0.011696
     32932 k1_n5C_conf2_tof_raw                                             0.418804     0.011696
     32932 l1_n5C_conf1                                                     0.176676     0.015085
     32932 l1_n5C_conf1                                                     0.176676     0.015085
     32932 l1_n5C_conf11                                                    0.194101     0.005363
     32932 l1_n5C_conf11_raw                                                0.194158     0.006055
     32932 l1_n5C_conf1_raw                                                 0.176781     0.015342
     32932 l1_n5C_conf1_raw                                                 0.176781     0.015342
     32932 l1_n5C_conf2_tof                                                 0.378046     0.011092
     32932 l1_n5C_conf2_tof                                                 0.378046     0.011092
     32932 l1_n5C_conf2_tof_raw                                             0.378278     0.010932
     32932 l1_n5C_conf2_tof_raw                                             0.378278     0.010932
     32932 porsil_25C_conf1                                                 0.753498     0.028840
     32932 porsil_25C_conf1                                                 0.753498     0.028840
     32932 porsil_25C_conf11                                                0.787033     0.010508
     32932 porsil_25C_conf11_raw                                            0.787237     0.013798
     32932 porsil_25C_conf1_raw                                             0.753696     0.031306
     32932 porsil_25C_conf1_raw                                             0.753696     0.031306
     32932 porsil_32932_abs_conf1                                           0.756221     0.027550
     32932 porsil_32932_abs_conf1                                           0.756221     0.027550
     32932 porsil_32932_abs_conf1                                           0.756221     0.027550
     32932 porsil_32932_abs_conf11                                          0.790353     0.006731
     32932 porsil_32932_abs_conf11                                          0.790353     0.006731
     32932 porsil_32932_abs_conf11_raw                                      0.790380     0.007929
     32932 porsil_32932_abs_conf11_raw                                      0.790380     0.007929
     32932 porsil_32932_abs_conf1_raw                                       0.756426     0.029245
     32932 porsil_32932_abs_conf1_raw                                       0.756426     0.029245
     32932 porsil_32932_abs_conf1_raw                                       0.756426     0.029245
     32972 10c_conf1                                                        0.744375     0.003869
     32972 10c_conf1_raw                                                    0.744223     0.005263
     32972 10c_conf2_tof                                                    0.811758     0.005506
     32972 10c_conf2_tof_raw                                                0.811777     0.006145
     32972 13c_conf1                                                        0.817535     0.001012
     32972 13c_conf1_raw                                                    0.817705     0.002909
     32972 14c_conf1                                                        0.780269     0.004594
     32972 14c_conf1_raw                                                    0.779627     0.007573
     32972 15c_conf1                                                        0.738213     0.003636
     32972 15c_conf1_raw                                                    0.738262     0.004309
     32972 15c_conf2_tof                                                    0.798185     0.004822
     32972 15c_conf2_tof_raw                                                0.798184     0.005530
     32972 18c_conf1                                                        0.817926     0.000053
     32972 18c_conf1_raw                                                    0.817889     0.002014
     32972 19c_conf1                                                        0.739687     0.007529
     32972 19c_conf1_raw                                                    0.739256     0.008452
     32972 19c_conf2_tof                                                    0.808489     0.006033
     32972 19c_conf2_tof_raw                                                0.808496     0.006180
     32972 20C_conf1                                                        0.700109     0.013776
     32972 20C_conf1_raw                                                    0.700139     0.013890
     32972 20C_conf2_tof                                                    0.818681     0.009894
     32972 20C_conf2_tof_raw                                                0.818724     0.010512
     32972 21C_conf1                                                        0.689710     0.014320
     32972 21C_conf1_raw                                                    0.689657     0.015009
     32972 21C_conf2_tof                                                    0.810975     0.005959
     32972 21C_conf2_tof_raw                                                0.810969     0.006202
     32972 22C_conf1                                                        0.669910     0.013696
     32972 22C_conf1_raw                                                    0.669762     0.014420
     32972 22C_conf2_tof                                                    0.793963     0.004321
     32972 22C_conf2_tof_raw                                                0.793964     0.005650
     32972 23C_conf1                                                        0.656214     0.011932
     32972 23C_conf1_raw                                                    0.655963     0.012491
     32972 23C_conf2_tof                                                    0.778284     0.009997
     32972 23C_conf2_tof_raw                                                0.778283     0.010006
     32972 24C_conf1                                                        0.628521     0.013025
     32972 24C_conf1_raw                                                    0.628304     0.013916
     32972 24C_conf2_tof                                                    0.755795     0.009055
     32972 24C_conf2_tof_raw                                                0.755798     0.009252
     32972 38C_conf1                                                        0.700109     0.013776
     32972 38C_conf1_raw                                                    0.700139     0.013890
     32972 38C_conf2_tof                                                    0.818681     0.009894
     32972 38C_conf2_tof_raw                                                0.818724     0.010512
     32972 39C_conf1                                                        0.689710     0.014320
     32972 39C_conf1_raw                                                    0.689657     0.015009
     32972 39C_conf2_tof                                                    0.810975     0.005959
     32972 39C_conf2_tof_raw                                                0.810969     0.006202
     32972 3c_conf1                                                         0.808697     0.004957
     32972 3c_conf1_raw                                                     0.808934     0.005009
     32972 40C_conf1                                                        0.669910     0.013696
     32972 40C_conf1_raw                                                    0.669762     0.014420
     32972 40C_conf2_tof                                                    0.793963     0.004321
     32972 40C_conf2_tof_raw                                                0.793964     0.005650
     32972 41C_conf1                                                        0.656214     0.011932
     32972 41C_conf1_raw                                                    0.655963     0.012491
     32972 41C_conf2_tof                                                    0.778284     0.009997
     32972 41C_conf2_tof_raw                                                0.778283     0.010006
     32972 43C_conf1                                                        0.628521     0.013025
     32972 43C_conf1_raw                                                    0.628304     0.013916
     32972 43C_conf2_tof                                                    0.755795     0.009055
     32972 43C_conf2_tof_raw                                                0.755798     0.009252
     32972 4c_conf1                                                         0.779575     0.001781
     32972 4c_conf1_raw                                                     0.779991     0.002967
     32972 5c_conf1                                                         0.743447     0.004218
     32972 5c_conf1_raw                                                     0.744118     0.004545
     32972 5c_conf2_tof                                                     0.812050     0.005625
     32972 5c_conf2_tof_raw                                                 0.812069     0.006126
     32972 8c_conf1                                                         0.813728     0.000939
     32972 8c_conf1_raw                                                     0.814671     0.005343
     32972 9c_conf1                                                         0.775668     0.004418
     32972 9c_conf1_raw                                                     0.775970     0.005061
     32972 Porsil_conf1                                                     0.749324     0.030069
     32972 Porsil_conf1_raw                                                 0.749180     0.030332
     32972 S10_conf1                                                        0.688329     0.015761
     32972 S10_conf1_raw                                                    0.688560     0.015921
     32972 S10_conf2_tof                                                    0.801354     0.008331
     32972 S10_conf2_tof_raw                                                0.801342     0.008479
     32972 S11_conf1                                                        0.671389     0.014219
     32972 S11_conf1_raw                                                    0.671793     0.014012
     32972 S11_conf2_tof                                                    0.785233     0.005093
     32972 S11_conf2_tof_raw                                                0.785250     0.005528
     32972 S12_conf1                                                        0.647154     0.016912
     32972 S12_conf1_raw                                                    0.647461     0.016826
     32972 S12_conf2_tof                                                    0.771116     0.006330
     32972 S12_conf2_tof_raw                                                0.771116     0.006615
     32972 S13_conf1                                                        0.707739     0.016221
     32972 S13_conf1_raw                                                    0.707156     0.017681
     32972 S13_conf2_tof                                                    0.816290     0.006118
     32972 S13_conf2_tof_raw                                                0.816278     0.006332
     32972 S14_conf1                                                        0.685000     0.017412
     32972 S14_conf1_raw                                                    0.685020     0.018020
     32972 S14_conf2_tof                                                    0.799193     0.004860
     32972 S14_conf2_tof_raw                                                0.799180     0.005169
     32972 S15_conf1                                                        0.669193     0.014086
     32972 S15_conf1_raw                                                    0.668845     0.015149
     32972 S15_conf2_tof                                                    0.785099     0.006695
     32972 S15_conf2_tof_raw                                                0.785091     0.006850
     32972 S16_conf1                                                        0.648856     0.015802
     32972 S16_conf1_raw                                                    0.649603     0.015189
     32972 S16_conf2_tof                                                    0.764442     0.006296
     32972 S16_conf2_tof_raw                                                0.764462     0.007104
     32972 S17_conf1                                                        0.711702     0.016200
     32972 S17_conf1_raw                                                    0.710974     0.018275
     32972 S17_conf2_tof                                                    0.817604     0.006480
     32972 S17_conf2_tof_raw                                                0.817597     0.006686
     32972 S18_conf1                                                        0.695179     0.014823
     32972 S18_conf1_raw                                                    0.696758     0.014702
     32972 S18_conf2_tof                                                    0.801425     0.007299
     32972 S18_conf2_tof_raw                                                0.801414     0.007825
     32972 S19_conf1                                                        0.678472     0.014101
     32972 S19_conf1_raw                                                    0.678855     0.014068
     32972 S19_conf2_tof                                                    0.788376     0.006543
     32972 S19_conf2_tof_raw                                                0.788398     0.007042
     32972 S1_conf1                                                         0.692834     0.018678
     32972 S1_conf1_raw                                                     0.693392     0.018303
     32972 S1_conf2_tof                                                     0.819498     0.005906
     32972 S1_conf2_tof_raw                                                 0.819501     0.006163
     32972 S20_conf1                                                        0.665226     0.012439
     32972 S20_conf1_raw                                                    0.666075     0.012103
     32972 S20_conf2_tof                                                    0.775237     0.006478
     32972 S20_conf2_tof_raw                                                0.775249     0.006596
     32972 S21_conf1                                                        0.712316     0.016810
     32972 S21_conf1_raw                                                    0.713054     0.016342
     32972 S21_conf2_tof                                                    0.813843     0.007430
     32972 S21_conf2_tof_raw                                                0.813832     0.007779
     32972 S22_conf1                                                        0.703694     0.014788
     32972 S22_conf1_raw                                                    0.704398     0.014401
     32972 S22_conf2_tof                                                    0.806658     0.005251
     32972 S22_conf2_tof_raw                                                0.806649     0.005512
     32972 S23_conf1                                                        0.645402     0.015226
     32972 S23_conf1_raw                                                    0.645826     0.015020
     32972 S23_conf2_tof                                                    0.765734     0.005721
     32972 S23_conf2_tof_raw                                                0.765728     0.006068
